year,run_length,rating,num_raters,num_reviews,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,release_year,country,Australia,Brazil,Canada,China,France,Germany,Hungary,India,Ireland,Italy,Japan,Kazakhstan,Malaysia,Mexico,Netherlands,Poland,Portugal,South Korea,Soviet Union,Sweden,Turkey,UK,USA
2006,110,7.6,349169,687,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,105,7.8,344694,555,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,143,7.0,341895,3845,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,142,6.7,337831,7460,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,106,5.7,306644,1024,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,113,7.7,301714,878,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,107,6.4,298607,774,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,126,7.5,297933,749,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,130,6.3,295189,924,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,123,7.8,287246,640,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,114,7.3,286991,648,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,86,6.9,274268,290,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,126,7.0,267156,679,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1992,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,116,6.6,266583,478,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,106,5.8,265931,679,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,129,7.1,261369,1122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,118,6.6,259866,945,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,130,4.7,258910,955,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,129,6.6,251787,652,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,120,7.0,251482,375,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1988,92,7.5,249689,372,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,120,7.8,248473,1670,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,127,7.6,248403,554,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,121,7.0,248222,833,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,92,5.6,246767,468,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,136,6.9,243020,1293,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,131,6.1,239437,1373,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,123,6.8,236996,983,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,110,6.0,226057,1022,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,115,5.5,224813,374,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,124,5.0,221496,529,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,114,6.6,219357,626,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,110,5.2,218901,724,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,117,4.9,217803,477,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,113,7.5,214510,595,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,97,6.9,210512,501,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,128,7.0,210488,2281,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,141,7.8,210310,391,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,142,9.3,2258845,8022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,152,9.0,2224522,6836,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,139,8.8,1794454,3719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,154,8.9,1767445,3014,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,142,8.8,1741097,2354,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,178,8.8,1609165,5365,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1972,175,9.2,1558661,3886,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1972,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,169,8.6,1430797,3977,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,165,8.4,1307059,1525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,155,8.5,1297718,2636,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,118,8.6,1223451,1298,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1991,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,153,8.3,1219372,1856,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,169,8.6,1194194,2588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,195,8.9,1173324,1814,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,151,8.5,1150788,2313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,130,8.5,1144513,1394,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,180,8.2,1128148,1436,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1974,202,9.0,1089268,1007,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1974,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,122,8.3,1043085,2891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,194,7.8,1017237,2863,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,119,8.5,1007450,1577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,132,8.2,1002944,2205,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,110,8.5,999596,1193,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,146,8.7,982784,1296,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,178,8.3,936728,1271,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,103,8.1,901062,1151,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,99,8.3,889962,1145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1992,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,107,8.1,888920,2223,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1975,133,8.7,884818,967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1975,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,108,8.3,882495,1800,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,126,8.3,830139,887,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,122,8.1,823136,1824,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,122,8.5,822351,10279,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,135,8.2,821709,1292,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,141,8.1,790873,828,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,120,8.0,782675,1126,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,91,7.7,751305,2090,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,102,8.3,743198,2115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,181,8.4,736177,8805,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1971,136,8.3,735080,1553,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1972,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,144,8.0,734923,1312,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,112,8.5,731145,622,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,113,8.0,724910,2276,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2002,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,117,7.6,719421,2176,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,170,8.3,715023,1029,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1983,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,116,8.1,703113,990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,150,8.5,701576,924,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976,114,8.3,696631,1161,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1976,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,106,8.5,683157,1195,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,108,8.0,682523,1273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,130,8.6,681961,997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,156,8.0,678829,1594,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,101,7.2,670748,1543,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,114,8.0,662291,825,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1957,96,8.9,661761,1575,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1957,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,116,8.3,652861,844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1987,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,122,7.7,647995,835,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,118,8.0,624817,754,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,137,8.1,621174,1559,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,93,8.1,620080,623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,134,8.1,619715,869,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,132,8.1,618903,1219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,120,7.7,604248,869,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,116,8.6,600493,1317,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,98,8.1,596614,947,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,153,8.1,575034,901,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,119,7.7,561800,1378,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,120,7.7,560352,789,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,170,8.2,557728,1074,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,148,8.1,556447,939,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,100,7.8,554576,1521,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,113,7.4,523452,761,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,106,7.9,523089,2359,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,126,8.0,518282,1060,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,143,7.8,506369,1180,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1942,102,8.5,506224,1292,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1943,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,123,7.8,503872,1256,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976,120,8.1,502746,694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1976,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,158,8.2,498312,1318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,168,7.8,493749,1430,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,105,7.6,488748,706,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,115,7.1,488324,839,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,161,7.7,488015,5060,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,143,8.0,486637,725,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,142,8.8,1741481,2355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,194,7.8,1017379,2864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,108,8.3,882688,1800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,126,8.3,830366,887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,120,8.0,782771,1126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,122,8.3,686825,1481,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,122,7.7,648078,836,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,116,8.6,600633,1318,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,166,7.8,572320,948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,101,8.0,566305,769,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,126,8.0,518426,1060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,143,7.8,506482,1179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
