year,run_length,rating,num_raters,num_reviews,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,release_year,country,Australia,Brazil,Canada,China,France,Germany,Hungary,India,Ireland,Italy,Japan,Kazakhstan,Malaysia,Mexico,Netherlands,Poland,Portugal,South Korea,Soviet Union,Sweden,Turkey,UK,USA
2016,128,8.0,482858,1772,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,134,8.0,428335,3356,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,136,7.7,313113,2664,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,112,7.2,269390,316,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,109,7.1,260266,517,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,110,7.1,243272,611,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,121,8.2,236252,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1959,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,136,7.8,227982,897,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,100,7.0,194794,462,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1987,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,109,6.4,167212,220,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,113,7.5,164661,627,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,94,7.0,140324,199,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,104,7.4,138458,262,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,115,6.4,138421,221,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,152,7.7,135305,460,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,104,7.5,134564,381,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,97,6.8,131174,362,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,82,7.9,125864,366,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,110,7.7,122980,469,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,121,7.3,120440,944,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,106,6.3,120378,445,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,129,6.3,115475,158,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1992,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,107,6.7,113203,168,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,86,7.8,108624,365,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,104,6.5,108504,285,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,90,6.9,107579,228,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,117,7.4,105802,241,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,100,5.7,104700,389,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,95,7.0,102334,321,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,114,7.5,101979,397,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,116,6.8,100978,934,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,93,6.8,99944,208,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,104,6.5,94921,300,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,90,6.6,87186,157,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,94,7.9,85415,197,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1993,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,112,6.3,82764,180,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,112,7.2,82500,248,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,106,7.9,81933,196,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2016,Ireland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,140,7.2,81792,243,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1991,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,140,7.6,80970,247,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,107,6.0,79196,207,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,98,6.2,78573,114,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,121,7.6,76889,269,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,119,6.4,76164,252,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,95,7.0,73451,146,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,124,7.3,69311,164,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977,118,6.8,68890,254,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1977,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,107,6.6,67658,141,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1984,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,130,6.5,67216,528,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,96,6.8,65673,226,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,108,6.9,60721,228,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,122,7.7,60379,156,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,116,6.9,60135,224,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,95,7.1,58500,178,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,90,7.2,58341,180,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,169,8.1,56898,276,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1998,Italy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,112,6.2,56061,325,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,82,6.3,55885,254,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,97,7.9,55837,124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2004,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,135,6.9,55709,238,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,93,5.8,52949,174,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,87,6.7,52196,140,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,115,5.6,50888,143,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,117,6.7,50593,156,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,105,7.7,50286,117,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1967,88,7.6,48678,263,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,90,6.7,48158,291,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,130,8.1,47355,150,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,95,6.2,46132,154,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1983,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,106,6.5,45492,138,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010,Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,104,7.4,45319,150,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,113,5.9,45304,146,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,97,7.1,45193,352,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2018,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,89,7.6,44833,195,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2018,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,94,5.4,42673,144,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,106,6.1,42622,221,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,167,7.2,42474,147,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,105,6.3,40198,197,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,98,7.8,39948,125,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1991,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,118,7.0,39655,171,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,87,7.6,39081,246,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1964,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,116,7.3,38021,212,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,159,7.7,37740,168,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,123,6.6,37498,857,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,102,6.2,36300,112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,121,7.4,34933,160,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,143,7.3,34755,172,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,95,6.9,34741,197,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,118,7.0,33100,324,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1998,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,180,5.0,33033,227,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,93,3.5,32688,266,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,131,5.9,32402,218,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,134,6.8,32133,221,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,95,7.2,31584,144,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,118,7.6,31338,117,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1991,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,95,7.7,31272,236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,130,7.6,31107,263,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,93,5.9,31071,194,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,111,8.1,970439,2272,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,106,8.5,961807,1355,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,102,8.3,761662,837,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,124,8.0,731417,1777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,117,8.1,705941,1225,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,137,8.0,663568,1022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,115,7.3,581643,760,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,107,8.2,521026,582,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,117,7.6,515786,844,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,101,7.4,514550,1157,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,116,7.7,500919,932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,109,7.2,499602,401,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,145,7.6,495543,1381,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,101,7.6,467924,1258,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,178,8.2,448054,623,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,117,7.9,443660,758,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,120,6.5,439781,829,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,138,7.2,438125,817,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,157,7.7,436889,768,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,113,7.6,416067,1096,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,98,6.9,413881,439,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,112,7.7,413651,1693,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,134,7.8,409137,623,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,138,7.9,408998,1036,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,115,8.2,404402,1169,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,129,8.1,401931,601,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,167,7.5,394333,1216,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,110,7.0,392362,381,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,157,7.8,381835,495,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,107,7.9,381417,628,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,122,7.7,378412,711,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,121,7.6,356962,719,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,120,7.5,350028,890,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,125,6.5,349317,669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,162,7.6,347672,652,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,122,7.5,347579,860,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,130,7.3,345450,424,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
